message,is_toxic
for the sake of completenes it was wraped in a listvalue because the old ipc system did not alow base value itself to be sent directly for reasons for beter or worse we have relaxed those restrictions in the mojo ipc typemap,0
i am thinking about aborting here in the case when flags point to existence of the r adend field is handled by read group fields and this part of code should be unreachable,0
this should be removed and it is uses should be replaced with expectaskcompletes,0
please use die instead of roling your own,0
the 192 bit curve is very obscure nothing should be using it and i have never sen anything use it anywhere in general it should not be suported it wil be an ignored bug sanctuary however if it is required that we do not change that i can ad suport back in opensl make no mistake that it is a shit option though,1
what about rw handles imagereadhandle return value fake imagereadhandle,0
you canot do that locale t is opaque struct locale t typedef struct locale t locale t,0
javatime is an int64 but base value only suports int,0
ugh dirty hack,1
we should remove eyaich and sulivan here,0
node power action is already mocked by l141 why are you mocking it again here,0
check pid 1,0
these probably should not be nulable,0
this is obsolete now raise cals pthread kil pthread self sig,0
you probably wanted die here eror is not fatal,0
let us extract al the ocurences of img and vid to constants,0
nit please delete this comented out code since it tends to rot,0
use fake managedobjectreference instead of mock,0
same here use json dump rather than json dumps,0
use unsignedbytes toint,0
wtf why are not we just using std string instead of char size t,1
of course i did not mean to propose geting rid of tags your reply is exactly what i actualy meant i stil like having a any not tags synonym for not any tags to ease users memory burden but it is not vital,0
this should generate some sort of eror the apn database is corupt,0
hm i se but why not just check in constructor and die,0
i just learned about temp failure retry which would make this much simpler temp failure retry waitpid pid nul 0,0
i asume this neds to be a uint8 t so that you get compiler warnings if you pas in a plain by acident,0
this is something that puzles us for a long time it is actualy required on windows to have god fps damn i wish i knew what is going on here,1
yes checkpatch is a rather stupid style checker,1
this method is now useles i wil remove it in another cl,0
in the interest of ful disclosure it was pointed out to me by one of my standards comite coleagues that this is not guaranted to be the same type as int32 t even if both exist they are required to have the same size in that case since this would be stupid would result in at worst a compiled eror and we control the implementation i do not think it maters,0
style nitpick put the semicolon on it is own line so it is clear the lop has an empty body,0
oh sory i misunderstod i thought this was an unrelated bug that had just ben fixed in the same code now i get that this patch is actualy breaking it because a symbol is treated diferently from a constant stupid asembler wil fix,1
funy definition of shorter geting the human readable version is done to be consistent with other checks that not only print bah your instaled version suck but also being able to print we detected that you have version xy instaled but we ned at least version wz also your proposal fails short since not al versions of flex report the version as second field especialy those that are not suitable to build like 2 5 4 for example print flex version whatever version usr bin flex v cut d f2 sed s gversionalso while your sugestion works for something like flex where not much releases are expected it does not acount for increase decrease of the digits in the minor micro version partwhile 2 5 36 wil fulfil the test when shortened to 2536 and compared to 2535 a hypothetical version 2 6 1 wil be treated as 261 and thus fail the check if you only want one single comand and disregard storing the version for printing in the eror in case of failure to pas then one could use flex version awk split nf ver printf d 03d 03d ver 1 ver 2 ver 3 of to be shorter flex v awk but that is les readable and requires doubling of the brackets to satisfy autoconf quoting,1
i did not quite get why we are poping force modify locking here could you ad a coment here,0
i think we understand it enough to nuke this you aded the code to find the 8 9 10 1 sections by name so i think we can patern match the rest,0
no ex,0
dosym var run flimflam resolv conf etc resolv conf die,0
i hope we can get rid of the trailing p,0
i wil rebase this patch and submit once the patch from intel goes in,0
ah damn sory you are right,1
456 1 9 8 are al out of order,0
if al your member functions are staticmethod you probably do not ned a clas,0
i hate pasing string literals for enums done,1
bind on the sort gets realy ugly because sort is overloaded so you have to specify the function type to bind,0
what other rsa s are you now picking up oh the od rsa ones i might just avoid them,0
nobody uses createperusertopicinvalidationclient who is going to own invalidationclient does it make sense to return std unique ptr invalidationclient,0
there realy is not anyway to validate this in our setup nor is it posible to use a crap comit to test it doing so requires admin level aces to gerit what can be done i did skank the sql and test it against a gerit instance i ve got a vm localy for this sort of thing,1
i would prefer you catch the most specific thing s posible otherwise you start acidentaly catching acidental things in the future and it is hard to find the real bugs,0
yeah it suck i want to extend our gerit libs more at some point so this wil go away,1
nit please delete unit godoc coments usualy do not contain pipes,0
40otherwise explain size is bytes it was fun exercise for me but my brain is stupid i knew about 160 bit and 40 chars and so i was loking for 4 not 2,0
put an empty line betwen normal imports and statics,0
kil the print,0
reverse iterator i am like 80 i puled it of one of the how to c sites but i wil change it up,0
legacy keyboard should not be neded,0
should we die here since we do not check return value of new anymore,0
i know this is safe because of the constant on but it fels more future idiot prof to do strncmp state on sizeof on even though it is more verbose,1
fyi i am going to remove any fields from gles api son,0
this change is just a bug flags help is a string and wil never be equal to flags true if we just want help to return failure there are much beter ways,0
nit kil everything after the coma in this sentence,0
hey can you fix these javadocs they sem to be obsolete,0
i wil do it in a later clean up when i wil get rid of actasnulconstant,0
this code sems sily to prepare a webtouchevent and then take it apart to send webpointerevents you should just send them directly first,1
this existing check sems prety lame can this be removed to,0
nit instead of setup atlantis rpms py use s and replace it with sys argv 0,0
ubuntu arch please,0
sure i wil do itand flog myself for being stupid,1
what i failed to mention previously mixing in such pointles cosmetic changes is a por waste of reviewers time,1
remove wip and put panda,0
not reverting this line to check calback is nul because that is just sily,1
ading printout in board customize instal sh where we wil know if we overode anything,0
done this gets ugly with a couple of casts i aliased the pair to referencekey for ease of use,0
erno enomem,0
damnit stupid lysdexia,1
if any thread is kiled in a midle of it is operation the whole ap state is completely screwed we should not even care about such cases and should never do anything like that e g if the thread was in a midle of new cal which locked the memory manager s mutex and it was shot dead mutex would remain locked for the whole ap forever any other library cal might do the same thing,1
i tery hereby solemnly swear that to the best of my knowledge and by al of the information and experience at my disposal that under any circumstance under which i consider in the realm of posibility under penalty of being slaped by a wet turtle that wel yeah i am prety sure this wil not break anything,0
can you be a litle more descriptive this coment is tautological,0
this is mediatek take out of rockchip,0
file bugs false is this intentional you do have bug template defined here same in other control file,0
bol found touch icon false,0
acknowledged kisthe isue is that data coruption can be sourced by the emc and over time can turn into something serious a large number of smal fixes each bot are beter than a discovered perfects storm when one has both data coruption and an unclean shutdown android auto which bots often would have an isue with this we would want to institute one of the folowing if a ful has not ben done over some period of time eg 7 days or over some number of rebots eg 30 1 on shutdown request rebot into recovery fsck ful the filesystem then shutdown 2 periodicaly on bot do a ful,0
i was not sure what you wanted to dcheck tok a stab,0
do you forese none realy i thought this new api was going to be kick as because the dispatch loading policy enforcement etc was going to be beter no bo,1
intelij warning,0
can this be renamed something so that it is not the same as the captured eror maybe reported eror or something sily like that,0
systemd is now pid 1 so this part is slightly outdated,0
child inline direction is a gridtracksizingdirection enum while what we ned to pas is a gridaxis enum,0
you beter dcheck that global log lux has the right size first,0
kmaxvalue invalid url,0
should you realy be taking in a path as a string,0
what linter are you using you should be using cros lint,0
nit should these be ordered above tracing features h p t,0
i am ok with removing the die functions in a diferent cl,0
do not do this ever such stuf can delete whole fucking production cloud and we wil get fired i believe that you can just delete keypair here with 2 lines of code if admin nova clinet osclients clients admin endpoint nova nova client keypairs delete admin keypair id,1
not much gained in trying to make this a function and macros are evil so i am not sure there is a god way here skip back a few patch sets to se some atempts at fixing this but none lok god natural since this is just the dump code i would prefer leaving it like this,0
yeah dumb to mis that one,0
as with er in set light backlight i think this should simply be droped for clarity either that do the hack or drop the dumy initialization and ad an extra if stmt in the lop ugly,0
could you ad coment here for the led status the you expect like folowing system is on white system is of of system is in suspend 1 sec of white 1 sec of of,0
ifdef config mtk iomu,0
dumy initialization might make gc5 3 hapy but they are making me unhapy by increasing the code size if this gc version has broken warnings can we avoid to use it,0
extract skcolorsetargb 0x32 0xf 0xf 0xf to a constexpr,0
as at line 245 consider aborting if getproperties fails,0
aborted and complete are both indexed i am wondering why ad filter aborted false can be so slow,0
oh there sems some garbage resulted from table of contents list of citations etc i l remove them perhaps by excluding spec concept starting from biblio,0
the vblock should be 0x10 not 0xf0 bytes big,0
realy sory about that it was a stupid mistake,0
that sems lame in java to but i gues that ship has sailed,0
yeah this suck i plan to update dmlib to suport notifications for when device properties client properties have ben updated from the device,1
this sems a bit vague may be something like compute and record anchor element navigation overal score based on browser and renderer metrics or compute and record anchor element navigation overal score,0
i must be mising something after including linux ioprio h why kep any of these defs,0
how about we move this to setsensitive and maybe also rename it to msensitiveinitialized then we could potentialy also remove al other cals to updatevetobuton from the outside to only have the update in here in this clas that would be much cleaner the curent code is so ugly d i proably even wrote part of it,0
maybe i should colapse these two to make it easier to read,0
i gues i made a folish asumption about query parameter validation this sems that it would only validate a post body and not query params,0
base64 rawstdencoding encodetostring,0
i canot quite tel but does not this fit without the escape char port dict self core plugin make port dict port proces extensions false,0
each of the eror in this could be die unles you plan on this being a func calable by other people,0
kil virtual and ad overide,0
can we just use pid namespaces to not have to rely on proces group ids if you kil the init proces inside a pid namespace everything else dies,0
use tc getc from the tolchain funcs eclasyou ned to also pas in cpflags and ldflags you should line wrap this comand so it is one arg per lineput die at the end of the comand,0
i would move these to a blacklisted default cipher suite list to prevent them from returning i would also ad other obvious candidates for blacklisting by default such as with nul and anon,0
damn xcode was warning me for these and then i got complacent i gues probably had the wrong target selected,1
yuck just declare throws ioexception in the method signature,1
crap i forgot about this other client of test htp server i wil take a lok,1
i think that is fine bionic internal code should probably be using lock anyway,0
what do you want me to do here and rest of the file btw i should do something to not make as many speling mistakes it is stupid to have to review for speling mistakes i wil se what my options are the least is to do one swep of code review myself on gerit before ading people,1
yes both proc modules and lib modules do not work adreses in proc kalsyms are al 0 which is not useful,0
no trailing white spaceyou should try runing bin lint sh on this new file and fix isues it raises,0
nit you subclas dialogbrowsertest not this clas,0
style nit ad out for out parameters out hinstruction lower,0
nit ad trailing period to this coment and others below,0
future language designers take note this is the kind of silines that results when you do not alow trailing comas,1
wtf my brain thought name fingers misbehaved wil fix,1
this name is a bit of kcrostinisharedpathstovms kcrostinipathsharedtovms are they al crostini vms,0
super nit verifyprefolow s user and other folow folows below,0
import adb is suficient the init py imports device,0
nitpick blank before coma is ugly,1
crap i turned if of to check something and forgot to turn it back on that explains why it pased when performstage was wrong,1
use check eq here an below,0
start 20oh damn i fel stupid now shouldn t you have sen this when you tested whether you can read back the values writen through the maping though also i am a litle confused why this caused the slow down that we were seing i gues that is just a quirk of the chip dealing with invalid memory aceses,1
nit both interfaces take a pid make the ordering the same first on both yeah my fault that they are diferent,0
done nul case is a bit ugly,1
80cols perhaps die on next line,0
actualy please use try with resources wherever posible ioutils closequietly is only neded for unbundled code that neds to run on pre kitkat platforms try parcelfiledescriptor pfd parcelfiledescriptor dup fd mbluetoth dump pfd catch remotexception re writer println remotexception while caling bluetoth service catch ioexception ioe writer println ioexception atempting to dup fd,0
consider an enum clas for cleanlines,0
remove this warning because we must provide 15 30 and 30 30 we do not want people to ask if this mesage is a bug every time just kep the documentation,0
it loks like this is modeled on the incoming cal interception which honestly i hate there is no control over how diferent aps or visibility for the user into what is going on this is one of the reasons this kind of functionality has not ben introduced yet because just opening a flodgate of aps stomping on each other in a random order from a broadcast sems likely to leave us in a bad mes we ve already ben here with the media keys we have got yucky stuf from the outgoing cal stuf let us not do it any more i am starting to think that these kinds of facilities deserve some visibility in the setings ap where the user can se what aps are available for the feature and control which ones are used and their order,1
ugh i just loked at the shel scripts here and realized that this comand line is pasing clang flags as an argument yuck maybe this should not be using private c can we just define something diferent here that does not lok like you are actualy compiling as part of the actual build here that is where my mistake came from purely based on my existing knowledge of the build,1
can you symetricaly verify that we regain the acount if we get the refresh token back if yes then optional can you split the test into two or thre tests,0
yeah rebot botloader any old crap can folow worked before but al the old craps were just ignored silently shal we kep that backward compatible,1
why is this an intptrconstant should it not just be an int32constant,0
libqmi mock h,0
no it stil spits out some cs garbage,1
do we have any v4l2 jpeg encoder that produces v4l2 pix fmt jpeg that we can test,0
the problem is that if i asign the value to a variable which is not being used anywhere else the compiler throws a warning about a useles asignment so i just use a variable which is used earlier in the code to fol the compiler i wil ad a coment to this respect,0
remove vdec vp9 inst work buf sf ref buf,0
cros build lib die,0
cinder conf is wrong likely you want manila conf,0
actualy should we kil native sufix and fix benchmarks android mk in the same way you already fixed tests android mk,0
i hit some isues with inlinedcas under x86 64 should we return false for x86 64 until the bugs are identified thanks,0
this whole file is non standard crap just move the link down to replace the ibm docs below,1
similar to above can we use kwargs instead of pylint disable,0
i wil remove any self datadir and align the code to self dirs,0
to be clear i am not asking about map 2 i know about that and i could read the man page if i did not my question is what the elf specification says are your maped in segments suposed to be rounded or is l304 just folish consistency that should be deleted,0
damn forgot to remove this,1
inertext newtimestamp fromnow,0
damn thanks for checking this,1
my thinking here is generaly to make the aset loader as picky as necesary and make the ui as tolerant as we can i would like the ui to work fine if no sounds were pushed in for example whether or not the ui starts up if it does not have al asets or pickines on the component contents can be treated separately,0
s os case sensitive case sensitive we are trying to kil os case sensitive,0
delegatefocus,0
why do you include this asignment if the next statement right after this block is another reasignment self contained fre ing and init ing block or copy and paste artifact,0
same coment as in old patch what is this loks like crap,1
just to be anal there is an extra newline here,1
there is no point in exposing it to core for the sake of compile type enum asert simply skip this bit there and do not modify weburlrequest,0
so do you plan to have these side by side and eventualy get rid of build number,0
smack head done thanks,1
i am hoping by the time we are done we can kil copyresource completely it is a bit of an antipatern,0
kil these newlines,0
should we just have isfontsmothingenabled just return true for anything outside of os win or maybe check on the other platforms this gets rid of the os win guards below,0
oh darn i am now realizing these contexts wil not be consumable without at least some setup for floating point registers so i gues i wil get on that now,1
we realy out to switch to boringsl i would love to kil mincrypt,0
i am not super sure about the volatile rules here if this is truly important and it sems very weird if you ask me like that horible crap you had to do with pci in eons past you should double check that this read realy ends up in the asembly since the result value is not used,1
i hate qt s metatyping moved to using a private data member instead of a slot argument,1
this is a mater of data flow analysis should we perform dead code elimination on lir in future a mising reg use0 flag here would spel trouble,0
stupid rebase eror sory about that fixed,1
i do not believe we log anything at the moment i gues i am being defensive in that if someone did touch a junk file in an obj dir swift would kep working and not blow up,0
stupid question what are these two properties for does not the gpios property reference already uniquely identify the gpio,0
that is interesting what was being misinterpreted and what did the linter pick up on,0
how about a sucidestage that does os kil os getpid 9,0
last colection is next colection colection rate remove,0
probably there is a race here if a proces logs right before terminating instead store an apend only list of pids,0
i hate to jump in late here but why not just stick this in compositorframemetadata,0
done i got paranoid about the race with idle exit but it should be covered by the semaphore now,0
nit usualy mental order is width then height not height width,0
son of a gun there is my l for t thanks for ading the coment,0
nit showfrpwarning,0
i neded it for disalow copy and asign removed,0
ah this suck geting rid of the early return means neding an invalid state for asignmentlhsdata which means either ading an invalid state to asigntype which has to be checked in switch statements or alowing asignmentlhsdata to break it is preconditions e g default init to non property but with no expr i ve aded a new optional scope instead and instantiate it multiple times to kep the logic near the new register asignments wdyt,1
nit i think a coment here explaining what this header is used for and another one to explain what use rela means would be useful,0
s nulptr,0
now we should remove this because you removed buf type dmabuf,0
you should close chrome before caling setup case again also you technicaly do not ned to set the policies over again so it is posible to just cal create chrome twice instead not a big deal if that ends up being to ugly,1
desiredheap is a sily variable name this is the space containing the object nothing to do with desired or heap,1
do not use tempfile directly in chromite sources instead do a with block from chromite lib import osutilswith osutils tempdircontextmanager as tmp path blah,0
fortunately it is simpler because we do not even ned the keyblock flags for vbot2,0
ew yucky rather just put the new strings at the end of this file,1
i do not think these are used and could be removed but it is a handy coment to understand what the fuck is going on,1
undef undef quick entry point,0
dito here loking at the code it loks like it actualy causes the download to be skiped fro any already downloaded tarbals and just extracts them is the help text just of,0
this should be die or realy just take out the whole switch and asert bus 0 like in mtk spi init,0
i would also mention agety dmesg flock fsck getopt hexdump ionice loger there are also to a leser degre hwclock fdisk losetup mkfs swapon swapof some of these we wil probably want to refine in the future but this is a god starting point,0
haha yeah that would be an acidental untabing in vim i wil undo that hunk,0
dcheck kondemand,0
use shutil copytre symlinks false,0
yuck where is this list come from is there a smaler set like dumb or unset we could blacklist instead of whitelisting al these,1
ah darn yeah typec set input curent limit does not sem to do what i thought we can folow up with this in another patch since it wil require some more invasive changes,1
probably a dumb question why do not we have the rot ug id in these enewuser enewgroup for android rot,0
this plus the few bits below that ads viewport damage probably should be puled into hasdamage as wel i think,0
right ading child on dlopen wil lead to unwanted behaviour on dlclose,0
what are the dumy difs that show up in several files here are they end of line diferences if we svn export to mac os x or linux machines and upload to git we should end up with consistent line endings right lf not cr nor cr lf please check,0
why do we have a lop here should not this be just a single mipmap,0
curent formating loks ugly how about puling the code to a method then a method wil also prevent code duplication,0
drop the die,0
is opaque,0
i would leave these alone they are part of the original license and as ugly as they are not worth chasing them just to many cases to change,0
below you use art build path defined above sems like you should nuke it entirely or use it consistently,0
yes octal number suport is idiotic i did not make a general lint rule to flag this in java files because lint tends to only check android specific isues not general java isues and intelij already has an octal warning if i recal corectly it sems particularly likely to because problems here in build gradle since users are tempted to do things in version codes se the asociated isue,1
is not update status to string h kind of a narow name how about update status utils h i se you are ading the stringtoupdatestatus later p,0
i am considering moving the profiler into base or webkit comon so i am trying to avoid using what the fuck types,0
ugh i should probably stop using repo upload cbr re but the interface for ading reviewers on gerit suck,1
private methods ends with and if it is private it should be used outside the clas,0
i would name this default sesion json file template so people wil remember to give it an arg,0
hm okay fair point we should probably cal it fs then which is what linux uses for fs 1 although it loks teribly ugly,0
i think these two you want to live in platform src configure,0
yup lack of registers suck again i am trying to folow other examples in the kernel here i could store some registers in space in the data section but it might get ugly because i am not sure there is a god way to know the rp and rv do not conflict with the registers i have chosen it is just a bit of an awkward situation,1
do not get me wrong the practice of encapsulation makes sense if it was widely adopted for al config options and in a more abstracted way this loks like a sily alias that matches the exact config name what if we end up caling the config option universal physnet mtu the method is gona stink,1
the structure you described is not exactly what i meant to sugest here is more detail status edits s a z more sed comands here if csv then status edits status edits s fi sed status edits file that is stil not complete i think there l ned to be some other changes to acount for other diferences you may find it is convenient to write content to a temporary file take a lok at the mktemp comand,0
nit put it in c file like destructor,0
nit maybe mention that it is fine for latest log symlink to not exist,0
you already ad it to dirs below do you realy have to ad it here,0
does not mater realy since sdk instance wil get garbage colected so it wil get colected to,0
yeah i am stupid done,0
below you wil find some ways to solve some troubleshoting if you do not find a solution produce a report file using jack admin dump report and file a bug,0
yeah it is used by to share sha1 related constants yuck,1
in studio code we use asertions a lot asert blah nul,0
you already have mrs created for you so you do not ned another renderscript object,0
perhaps we should make them into instance fields since the style guide disalows static members with a non trivial destructor,0
this naming suck beter for test specs in test specs listor for test spec in test specs,1
i think this neds to become an aray of structs with each struct containing the struct s3c24x0 i2c periph id and anything else you ned,0
mark this as deprecated gut the function in favor of caling requestroutetohostadres casting the hostadres into a inetadres,0
er that should not exist we have cros build lib memoizedsinglecal already,0
clonegtrepo goes w in the try block else there is a race where hit right it leaves crap behind when it shouldn t also set wipe true herealso you are so fricking close to suport references here it is 5 lines or so part of the reason i think you should do it now is that the underlying patch fetch code is smart enough to skip the network unles necesary further if you did patch fetch original repo your new repo would have the sha1 but the original content would be stored in the referenced repo meaning no ned to fetch again on a subsequent run aka if the patching failed,1
gime a sec mark i am stuck in some crazy rebase hel,1
nit we only send down one rect why framerect s changed,0
should be a konstant,0
the nop functions are not necesary remove them though on second thought should we turn the amp of on suspend duno how this is suposed to work,0
up to novez does it make sense to pul in security and block this i do not realy think there is any security problem here,0
only if i ad some kind of helper method to do auto conversion to bol which would have the nasty side efect of alowing the enum values to be auto cast to int which kind of reduce the value of enum clas i t o type checking,0
maybe put a static asert here for kadrpthunksize 2 4u,0
just die,0
the false means nothing there should prob be bolean hascontentodisplay mydisplaysinglerot hasrotitem myitemstack size 1,0
that loks dangerous or useles either the pl is the curent system clock and this wil kil your system early or it is likely of at cold bot for jumping to rw firmware we might ned something like that but i doubt it is curently corect maybe just a bypas of the clock seting code,0
you do not ned the dieyou should also cal distutils src prepare after the patch,0
ah okay stupid tuple,1
may i sugest solum comon yamlutils for consistent behavior wrt load and dump,0
how where are client conecting permisions enforced in this daemon,0
and not caught by the upload scripts damn their eyes,1
and of course this should be interpreted in german as the dr freq the the i am not a murderer you know,0
since you use stevedore to load custom constraints this line is useles and should be removed,0
stupid eclipse,1
self display facade local facade factory localfacadefactory cr create display facade,0
you are screwed but e g bayou always limited it to 16 and i think that is entirely reasonable,1
se above or when jenkins kils it if something goes teribly wrong and it gets stuck,1
al these die can go away once you use eapi 4,0
any reason we are not using cgroups for this gerit might have launched subproceses so kiling it using sigkil is not going to be enough to guarante al the subproceses got kiled using cgroups would guarante that the kids get kiled,0
is not case insensitive so that is not an equivalent changewhile we are at it let us get rid of that ugly straircase efectalign al the pfont under the one on the if lineif pfont pfont pfont,0
you already have mongo conf group se 86 you ned to use mongo conf device path,0
what about caling getshortpathname longpath nul nul to get the length before we maloc,0
you do not have timeouts is this a stale coment,0
always inline or trust the compiler inline is mostly meaningles,0
wow there is no way to make this automatic sems like a pain in the as to recalculate every time we insert remove a buton,1
it is gerit suck at rendering monospace fonts,1
actualy there is no ned in knowing absolute path you have a pid after gdbserver is started and absolute path can be calculated using proc pid exe,0
note the daemon sufix is kinda redundant and unecesary,0
this should read cx cpflags cxflags c o,0
nit set rolback hapened to false and always cal getbolean with rolback hapened value getbolean wil not change the value of it is output if it returns false,0
sl oxcf ts number layers,0
i stil do not like this description p you are generating a sysrot that can be patched over extracted prebuilt package contents to create a complete sysrot,0
i hate al the wraping caused by using a name that long to my eye it makes the code realy hard to read i did it anyway though jerk,1
so this check is completely pointles,0
i was going to sugest removing the erno saving restoring because i do that in log but i just tested it and i did not do it corectly damn i should have writen a test for it,1
do not do this you spawned the proceses which means you have handles to the proceses kil them directly,0
get the status of slave builders to a master,0
hmph i am not sure why the f ing ide is ading them,1
just a sugestion you can kep it as it is since i do not se a big diference either way but i agre with the the aesthetic apeal of keping fields and their types together other than that i am not convinced i do not se why you ned to inspect this object at al i do not se the advantage of this over something as dumb as clas ntbparameters object def init self w length bm ntb formats suported self w length w length self bm ntb formats suported bm ntb formats suported clasmethod def get format string cls return hihih since you do not have a functions to automaticaly pack unpack this object i do not se why you ned to be able to aces the object atributes using strings so i do not understand why you ned to use inspect setatr,0
now you have sys types h kiling this and the blank line below would move us closer to upstream,0
this should be defined on the comand line upstream this is handled by handlelvmoptions cmake,0
use comandline optionparser,0
this is a replacement replace al instances of with a space this actualy is not that obscure it is more the escaping of via that is a bit fugly for future reference lok through man bash not meant as a rtfm it is one of the best shel resources i have sen also dash ing suck sems to be choking on it rewriting to use a while instead note normaly i would say put this in python but since this has to hit every single repo and neds to be reasonably fast james was complaining about foral the other day for example validly or otherwise i shoved it directly in,1
i was thinking that if we have the show function but return the after maping value say that 0 is writen in user space but we show the true register value 25 it is kind of confusing so i just get rid of the show function maybe we do a reverse maping to show the interval value if you think it is useful,0
i hoped to be able to output log mesages which is not posible at the moment it sems a bit cleaner to kil of your goroutines before faling of the end of main i am not sure whether go does anything there anyway i have removed for now,0
that change is also bad now you are not terminating the string so you can write gigabytes of trash to the scren,0
thank god this was not made public it is generaly quite useles,0
you right i just do not like unretained it loks like a bug i wil folow you,0
could be a plain imagerequest also update the name to thumbnail image request or similar,0
oatlastword is suposed to be the end of the oat content sems like that should move here or we do not ned oatbslastword,0
ops click here info reads prety awful dfixed,1
the developer should overide this in their mainboard kconfig for their fsp build not through menu config options this cluters up menuconfig,0
i would prefer it if we kept this instead do something like use clang use clang platform build ifeq use clang use clang false endif,0
erm nonsense i got confused by those long function names,0
nit since these are not exported i would recomend shorter end of line coments var shadowregexp regexp regexp matches a path var devregexp regexp regexp matches a path,0
wel if someone is comenting out a probe they could also coment out the comon data element but as i was implying in the above coment this was just a dirty hack my aim was to try to make dependencies explicit as oposed to the hiden dependency chain because by the memorize cals wil se what i can do btw is it safe to load ec and main fw in paralel how about both in paralel with touchpad,0
i could not manage to do that because there is no oat file during these tests,0
sizing info intrinsic sizing info,0
i think it is the default for the daemon if you do not use the setjvmarg it should not be neded,0
this one is fine to remove afaics,0
you know that had not even ocured to me but now i wants it p,0
are you sure this block of code should not be executed even if net ids is an empty set,0
remove the ifdef here,0
dump somewhere that this is a catch stack map,0
previously al stepruner implementations had to identify and specialy handle dumy steps like this now this case is explicitly covered via the run nop method,0
yeah i almost made the same coment only thing that held me back is that if anyone does screw this up it wil be realy hard to debug because the device wil rebot if init dies,1
note that i am not tempted to switch it to cat x while read because that would be a useles use of cat,0
done changed to warning aborting here sems a bit harsh,0
i do not think this works go wil garbage colect the slice ced you on an email asking about it edit aparently it works,0
this is incorect this function returns a tuple ugh loking at the calsites someone thought they were writing go and returned a tuple of result status pid or zero even beter it is writen in the stupid c style of 0 being suces could you tweak this to raise an exception on eror instead,1
remove newline,0
ned to return here since receiving bad mesage wil terminate the renderer and we should abort procesing the mesage any further,0
this loks seriously half ased if you do it do it right move al of it to avoid the aditional cal and throw the few exceptions by hand,0
initializing val 0 wil at least give you consistent data on a i2c read failure,0
only do this if data empty otherwise leave only one element in iov nobody has promised that data won t be nulptr if data is empty and if it s nulptr writev and equivalent don t promise not to blow up even if the size is 0 yes this is stupid yes it s a real concern now that s why al of the other writeobject implementations that you l find are careful to put this iov 1 busines in an if whatever empty iov push back construct,1
damn it i mised this bug in my review i wil submit a folow up,1
you can clean this up a bit if self join self timeout is none self p terminate if self join self timeout is none self p kil self join self timeout,0
yeah but we are al lazy wto busy trying to get stuf done to work out the minimal header we ned since 9 of folks shouldn t be using the hairy one it should have a name that says this is not the loging header you are loking for and idealy says to the 1 hey this is where the hairy stuf you are loking for lives,0
but i wil make this change right now so this at least stil compiles for other lp64 architectures even if it rejects every elf file at runtime because it is ignorant of their relocation types,0
put send onclosed flag in extensionmsg apwindowclosed and send it down to renderer,0
nit should we use kserviceworkerscriptmaxcacheage,0
is it not posible something like this try new bytestream suck is os true suck finaly is close,1
please intend properly here you wantif fo x y notif fo x y,0
dbg should be false to avoid log spew,0
please zero the structure before use this wil prevent many platform specfic nastines,1
stupid thing could you posibly do the equivalent of araysize minidumpsysteminfowriter 42 system info instead god idea but no minidump minidump system info writer c 19 17 eror static asert expresion is not an integral constant expresion static asert araysize reinterpret cast minidumpsysteminfowriter 42 system info cpu x86cpuinfo vendorid 3 minidump minidump system info writer c 19 27 note reinterpret cast is not alowed in a constant expresion static asert araysize reinterpret cast minidumpsysteminfowriter 42 system info cpu x86cpuinfo vendorid 3,1
what the heck is that reverse false and true,1
sily nit exists exist,0
which version of gsutil are you using not that it is an important field i just wanted to include them al for the sake of flexibility we can drop some if they are problematic,0
always redirect into tmp then mv f tmp otherwise the redirection creates the target even on failure,0
you must be transitively picking up string h,0
aha stupid me i wil use the structure directly thanks dale,0
oh this is for the host argh we ned to kil that to one day might be worth updating the coment in the meantime,1
yeah some rebasing stupidity on my part this stack does not ned to be on top of cron anyway reparented,0
if the background is just going to be white we should suet set self view backgroundcolor instead of ading another view,0
pythonic reduce indent by removing elses,0
you ned another pwr state idle or else when the batery is ful your leds wil do nothing in s3,0
this can be done by the transaction itself before caling resetpartialnetworktransaction doing so would avoid cyclic behavior and make this method clearer,0
i would prefer to remove these ivars and use setings directly if posible,0
i meant strcmp 0 you crazy c programers,1
put a coment explaining what these crazy regex s do,1
logevdev 0 important b c you want the last one to be the count,0
this code does not cal viewfortab as it neds a viewcontroler,0
those if s should also be shared in a comon header you can make e g bol functions isnarow isnormal iswide ismirored etc outa them,0
define s are generaly evil use constants instead which are closer to the c style const char kcmdstr cmd,0
can we cal this lan discovery false rpc server false,0
i agre in my opinion the coments on the fields in statskeys are redundant and we can just remove them i wil check with raphael since he is the original author of that clas,0
mis page up in col12 row02page dwn in col12 row05home in col12 row0end in col12 row04,0
can this be replaced by the below code wil pcm htimestamp return the pipe erors when suspended,0
erf templating codegenerator just suck so what about my first sugestion just put the labels in slowpathcode,1
god catch during my merge i brought the ad remove andstop butons back from the dead i have kiled those zombies,0
probably that was me being almost as stupid as the original code,1
i do not think goroutine is neded here you can just simply read the data from stdout of the subproces in case of timeout the proces should be kiled thanks to the goroutine in testexec cmd start and the input wil be terminated you can just returns the result,0
please kep these double they begin a doxygen coment,0
for dumb reasons related to the way gn analyze works this is neded and is right,0
i hate as imports since they make it harder to se what you have imported can we just say import state,1
this is realy col,0
awesome,0
